,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalSpended,id,num,cum,Status,Consumption,A,B,C
3999,4258_03,Europa,False,A/37/P,TRAPPIST-1e,39.0,False,9.0,1525.0,0.0,0.0,146.0,Menkark Perneernal,False,1680.0,4258,03,3,0,1,A,37,P
4003,4262_01,Europa,True,C/135/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Ankabih Derterval,True,0.0,4262,01,2,0,0,C,135,P
4004,4262_02,Europa,False,C/135/P,55 Cancri e,26.0,False,1.0,1269.0,4790.0,270.0,5116.0,Weid Derterval,False,11446.0,4262,02,2,0,1,C,135,P
4056,4336_01,Europa,False,C/155/S,TRAPPIST-1e,29.0,True,267.0,1418.0,257.0,843.0,0.0,Zedasim Gloother,True,2785.0,4336,01,4,0,1,C,155,S
4057,4336_02,Europa,True,C/155/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Terope Gloother,True,0.0,4336,02,4,0,0,C,155,S
4058,4336_03,Europa,False,,TRAPPIST-1e,36.0,False,0.0,563.0,0.0,1301.0,830.0,Ziba Gloother,True,2694.0,4336,03,4,0,1,,,
4059,4336_04,Europa,False,C/155/S,55 Cancri e,40.0,False,2320.0,0.0,4874.0,3131.0,498.0,Krazet Gloother,True,10823.0,4336,04,4,0,1,C,155,S
4061,4338_01,Europa,False,C/156/S,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Leshmet Gealloyalt,True,0.0,4338,01,3,0,0,C,156,S
4062,4338_02,Europa,False,C/156/S,TRAPPIST-1e,41.0,False,0.0,545.0,0.0,2740.0,293.0,Halsham Aroodint,True,3578.0,4338,02,3,0,1,C,156,S
4063,4338_03,Europa,False,C/156/S,55 Cancri e,44.0,False,0.0,14201.0,0.0,22.0,584.0,Kleeiak Gealloyalt,True,14807.0,4338,03,3,0,1,C,156,S
4076,4352_01,Europa,False,C/157/S,TRAPPIST-1e,37.0,False,33.0,3484.0,17.0,4.0,1384.0,Alaton Trupistic,True,4922.0,4352,01,2,0,1,C,157,S
4077,4352_02,Europa,False,C/157/S,TRAPPIST-1e,31.0,False,22.0,10025.0,2.0,124.0,1.0,Arino Trupistic,True,10174.0,4352,02,2,0,1,C,157,S
4082,4359_01,Europa,False,C/137/P,TRAPPIST-1e,28.0,False,3.0,2127.0,0.0,696.0,10.0,,False,2836.0,4359,01,3,0,1,C,137,P
4083,4359_02,Europa,False,C/137/P,55 Cancri e,40.0,False,0.0,17687.0,0.0,425.0,155.0,Strali Sebleve,True,18267.0,4359,02,3,0,1,C,137,P
4084,4359_03,Europa,False,C/137/P,55 Cancri e,54.0,False,0.0,1832.0,0.0,0.0,1768.0,Meisa Sebleve,False,3600.0,4359,03,3,0,1,C,137,P
4095,4371_01,Europa,,C/158/S,TRAPPIST-1e,27.0,False,0.0,2717.0,0.0,0.0,986.0,Mesatz Shricatory,True,3703.0,4371,01,5,0,1,C,158,S
4096,4371_02,Europa,False,C/158/S,55 Cancri e,39.0,False,106.0,243.0,126.0,7.0,4967.0,Taurak Shricatory,False,5449.0,4371,02,5,0,1,C,158,S
4098,4371_04,Europa,False,C/158/S,TRAPPIST-1e,25.0,False,0.0,4384.0,4285.0,812.0,360.0,Canonon Shricatory,True,9841.0,4371,04,5,0,1,C,158,S
4099,4371_05,Europa,False,C/158/S,55 Cancri e,34.0,False,,7221.0,0.0,288.0,2275.0,Spurim Tionstious,True,,4371,05,5,0,0,C,158,S
4106,4386_01,Europa,False,B/170/S,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,,True,0.0,4386,01,2,0,0,B,170,S
4107,4386_02,Europa,False,B/170/S,TRAPPIST-1e,51.0,False,0.0,16455.0,885.0,0.0,363.0,Thaldah Conachets,True,17703.0,4386,02,2,0,1,B,170,S
4139,4422_01,Europa,True,B/172/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Glueba Dinsprody,True,0.0,4422,01,2,0,0,B,172,S
4140,4422_02,Europa,False,B/172/S,TRAPPIST-1e,29.0,False,0.0,6338.0,0.0,1366.0,89.0,Ranark Dinsprody,True,7793.0,4422,02,2,0,1,B,172,S
4143,4427_01,Europa,False,D/141/S,55 Cancri e,39.0,False,3.0,83.0,0.0,805.0,2983.0,Coxaron Dedentive,False,3874.0,4427,01,2,0,1,D,141,S
4144,4427_02,Europa,False,D/141/S,TRAPPIST-1e,31.0,False,0.0,46.0,0.0,209.0,2908.0,Cheleon Dedentive,False,3163.0,4427,02,2,0,1,D,141,S
4155,4441_01,Europa,True,B/144/P,55 Cancri e,31.0,True,0.0,0.0,0.0,0.0,0.0,Kabiton Clinarfork,True,0.0,4441,01,3,0,0,B,144,P
4156,4441_02,Europa,True,B/144/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,,True,0.0,4441,02,3,0,0,B,144,P
4157,4441_03,Europa,False,B/144/P,55 Cancri e,50.0,False,0.0,4558.0,0.0,1.0,267.0,Weias Clinarfork,True,4826.0,4441,03,3,0,1,B,144,P
4160,4446_01,Europa,False,B/175/S,TRAPPIST-1e,38.0,False,2.0,114.0,771.0,3094.0,448.0,Asellan Chocaters,False,4429.0,4446,01,5,0,1,B,175,S
4161,4446_02,Europa,False,B/175/S,TRAPPIST-1e,37.0,False,0.0,3603.0,33.0,7113.0,1.0,Fomamak Chocaters,False,10750.0,4446,02,5,0,1,B,175,S
4162,4446_03,Europa,True,B/175/S,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,Wasaton Chocaters,True,0.0,4446,03,5,0,0,B,175,S
4163,4446_04,Europa,False,B/175/S,55 Cancri e,41.0,False,35.0,6103.0,0.0,180.0,160.0,Grum Chocaters,True,6478.0,4446,04,5,0,1,B,175,S
4164,4446_05,Europa,,B/175/S,TRAPPIST-1e,33.0,False,0.0,4017.0,,,2260.0,Phah Chocaters,True,,4446,05,5,0,0,B,175,S
4168,4450_01,Europa,True,C/140/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Zaurah Clugete,True,0.0,4450,01,4,0,0,C,140,P
4169,4450_02,Europa,False,C/140/P,55 Cancri e,65.0,False,0.0,7194.0,0.0,6.0,,Ranons Clugete,True,,4450,02,4,0,0,C,140,P
4170,4450_03,Europa,True,C/140/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Genons Clugete,True,0.0,4450,03,4,0,0,C,140,P
4171,4450_04,Europa,False,C/140/P,TRAPPIST-1e,28.0,False,0.0,3627.0,0.0,31.0,3263.0,Altar Clugete,False,6921.0,4450,04,4,0,1,C,140,P
4180,4463_01,Europa,True,B/145/P,,29.0,False,0.0,0.0,0.0,0.0,0.0,Maiam Boltund,True,0.0,4463,01,2,0,0,B,145,P
4181,4463_02,Europa,True,B/145/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Ionium Boltund,True,0.0,4463,02,2,0,0,B,145,P
4183,4465_01,Europa,True,A/54/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Aldhib Diabysid,False,0.0,4465,01,3,0,0,A,54,S
4184,4465_02,Europa,False,A/54/S,TRAPPIST-1e,43.0,False,31.0,76.0,0.0,1353.0,1713.0,Terons Diabysid,False,3173.0,4465,02,3,0,1,A,54,S
4185,4465_03,Europa,False,A/54/S,TRAPPIST-1e,28.0,False,0.0,1883.0,0.0,1.0,4560.0,Gemmark Diabysid,False,6444.0,4465,03,3,0,1,A,54,S
4188,4469_01,Europa,True,B/146/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Dabik Brakeded,True,0.0,4469,01,2,0,0,B,146,P
4189,4469_02,Europa,False,B/146/P,55 Cancri e,43.0,False,0.0,39.0,327.0,4643.0,85.0,Coxan Windend,False,5094.0,4469,02,2,0,1,B,146,P
4198,4475_01,Europa,False,A/55/S,TRAPPIST-1e,50.0,True,13.0,239.0,0.0,161.0,2355.0,Wasaton Fairdised,False,2768.0,4475,01,2,0,1,A,55,S
4199,4475_02,Europa,True,A/55/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Nesham Fairdised,True,0.0,4475,02,2,0,0,A,55,S
4232,4505_01,Europa,False,C/165/S,55 Cancri e,53.0,False,0.0,864.0,49.0,39.0,2376.0,Erraid Wirdley,True,3328.0,4505,01,2,0,1,C,165,S
4233,4505_02,Europa,False,C/165/S,TRAPPIST-1e,40.0,False,2.0,76.0,0.0,201.0,,Dabik Wirdley,False,,4505,02,2,0,0,C,165,S
4242,4511_01,Europa,True,B/178/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Gemmark Crueld,True,0.0,4511,01,2,0,0,B,178,S
4243,4511_02,Europa,True,B/178/S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Atrino Crueld,True,0.0,4511,02,2,0,0,B,178,S
4266,4542_01,Europa,True,B/150/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Coxak Sterve,True,0.0,4542,01,2,0,0,B,150,P
4267,4542_02,Europa,True,B/150/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Arrai Stracary,True,0.0,4542,02,2,0,0,B,150,P
4288,4569_01,Europa,True,B/151/P,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Wasatan Honchoe,True,0.0,4569,01,2,0,0,B,151,P
4289,4569_02,Europa,,B/151/P,55 Cancri e,37.0,False,0.0,2235.0,7.0,4098.0,89.0,Aldah Honchoe,False,6429.0,4569,02,2,0,1,B,151,P
4299,4581_01,Europa,False,B/181/S,TRAPPIST-1e,33.0,False,0.0,4592.0,0.0,209.0,954.0,Skatzn Entedraved,True,5755.0,4581,01,2,0,1,B,181,S
4300,4581_02,Europa,False,B/181/S,55 Cancri e,37.0,False,0.0,2337.0,0.0,204.0,76.0,Neutrin Entedraved,True,2617.0,4581,02,2,0,1,B,181,S
4310,4594_01,Europa,False,C/144/P,TRAPPIST-1e,64.0,False,77.0,2424.0,0.0,3001.0,127.0,Tabius Folhal,False,5629.0,4594,01,4,0,1,C,144,P
4311,4594_02,Europa,False,C/144/P,TRAPPIST-1e,31.0,False,0.0,6670.0,217.0,625.0,20336.0,Tabiton Folhal,False,27848.0,4594,02,4,0,1,C,144,P
4312,4594_03,Europa,False,C/144/P,TRAPPIST-1e,27.0,False,267.0,2802.0,0.0,54.0,77.0,Minoton Folhal,True,3200.0,4594,03,4,0,1,C,144,P
4313,4594_04,Europa,False,C/144/P,TRAPPIST-1e,,False,0.0,4516.0,0.0,6167.0,5308.0,Furus Coudered,False,15991.0,4594,04,4,0,1,C,144,P
4318,4603_01,Europa,,C/171/S,55 Cancri e,26.0,False,0.0,3593.0,47.0,19.0,229.0,Hamakan Namsheary,True,3888.0,4603,01,2,0,1,C,171,S
4319,4603_02,Europa,False,C/171/S,TRAPPIST-1e,36.0,False,1.0,5234.0,343.0,277.0,12682.0,Kabih Namsheary,False,18537.0,4603,02,2,0,1,C,171,S
4322,4606_01,Europa,False,C/172/S,TRAPPIST-1e,22.0,False,165.0,36.0,0.0,3044.0,556.0,Props Pumpeshaft,False,3801.0,4606,01,2,0,1,C,172,S
4323,4606_02,Europa,,C/172/S,55 Cancri e,24.0,False,25.0,3291.0,0.0,6075.0,179.0,Gatrino Pumpeshaft,False,9570.0,4606,02,2,0,1,C,172,S
4338,4625_01,Europa,False,B/183/S,TRAPPIST-1e,31.0,False,0.0,2520.0,1.0,1.0,0.0,Mothab Ineedeve,True,2522.0,4625,01,7,0,1,B,183,S
4339,4625_02,Europa,True,B/183/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Naosa Ineedeve,True,0.0,4625,02,7,0,0,B,183,S
4340,4625_03,Europa,False,,TRAPPIST-1e,52.0,False,0.0,3275.0,111.0,51.0,18.0,Shaton Ineedeve,True,3455.0,4625,03,7,0,1,,,
4341,4625_04,Europa,True,B/183/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Auvara Ineedeve,True,0.0,4625,04,7,0,0,B,183,S
4342,4625_05,Europa,True,B/183/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Azharga Ineedeve,True,0.0,4625,05,7,0,0,B,183,S
4344,4625_07,Europa,True,B/183/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Sadiram Ineedeve,True,0.0,4625,07,7,0,0,B,183,S
4348,4632_01,Europa,True,C/176/S,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Bellus Dightent,True,0.0,4632,01,5,0,0,C,176,S
4349,4632_02,Europa,True,C/176/S,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,Azhasim Dightent,True,0.0,4632,02,5,0,0,C,176,S
4350,4632_03,Europa,False,C/176/S,55 Cancri e,26.0,False,0.0,431.0,28.0,10941.0,26.0,Cellus Dightent,False,11426.0,4632,03,5,0,1,C,176,S
4351,4632_04,Europa,False,C/176/S,TRAPPIST-1e,52.0,False,2.0,364.0,0.0,2144.0,1804.0,Alraium Syncepul,False,4314.0,4632,04,5,0,1,C,176,S
4352,4632_05,Europa,False,C/176/S,,36.0,False,0.0,551.0,0.0,5270.0,22.0,Ankabih Dightent,False,5843.0,4632,05,5,0,1,C,176,S
4363,4645_01,Europa,False,B/184/S,TRAPPIST-1e,48.0,False,0.0,9633.0,0.0,1.0,2.0,Aton Bacistion,True,9636.0,4645,01,2,0,1,B,184,S
4364,4645_02,Europa,True,B/184/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Okula Bacistion,True,0.0,4645,02,2,0,0,B,184,S
4373,4655_01,Europa,True,B/154/P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Ainkard Seflock,True,0.0,4655,01,2,0,0,B,154,P
4378,4658_01,Europa,False,D/147/S,TRAPPIST-1e,26.0,False,0.0,823.0,0.0,1821.0,1508.0,Taurah Bradiary,False,4152.0,4658,01,2,0,1,D,147,S
4379,4658_02,Europa,False,D/147/S,TRAPPIST-1e,38.0,False,0.0,93.0,0.0,0.0,7303.0,Ruchban Bradiary,False,7396.0,4658,02,2,0,1,D,147,S
4388,4662_01,Europa,False,C/148/P,TRAPPIST-1e,32.0,False,45.0,985.0,0.0,0.0,6803.0,Dirk Uningably,False,7833.0,4662,01,3,0,1,C,148,P
4389,4662_02,Europa,True,C/148/P,,53.0,False,0.0,0.0,0.0,0.0,0.0,Batares Uningably,True,0.0,4662,02,3,0,0,C,148,P
4390,4662_03,Europa,False,,TRAPPIST-1e,46.0,False,0.0,3856.0,0.0,1.0,312.0,Dyonium Ingwhed,True,4169.0,4662,03,3,0,1,,,
4400,4668_01,Europa,True,C/180/S,55 Cancri e,64.0,False,0.0,0.0,0.0,0.0,0.0,Syrmion Scerodbox,True,0.0,4668,01,2,0,0,C,180,S
4401,4668_02,Europa,True,C/180/S,55 Cancri e,27.0,True,0.0,0.0,0.0,0.0,0.0,Sadrus Scerodbox,True,0.0,4668,02,2,0,0,C,180,S
4415,4690_01,Europa,True,B/156/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Mediah Dishocatal,True,0.0,4690,01,2,0,0,B,156,P
4416,4690_02,Europa,False,,TRAPPIST-1e,27.0,False,14327.0,1487.0,0.0,1.0,0.0,Tope Dishocatal,False,15815.0,4690,02,2,0,1,,,
4418,4693_01,Europa,False,B/186/S,TRAPPIST-1e,29.0,True,0.0,920.0,0.0,2052.0,3687.0,Atrino Rewmid,False,6659.0,4693,01,2,0,1,B,186,S
4419,4693_02,Europa,True,B/186/S,55 Cancri e,65.0,False,0.0,0.0,0.0,0.0,0.0,Schird Rewmid,True,0.0,4693,02,2,0,0,B,186,S
4444,4726_01,Europa,False,C/187/S,TRAPPIST-1e,26.0,False,0.0,1910.0,0.0,1777.0,,Eltais Inghtal,True,,4726,01,5,0,0,C,187,S
4445,4726_02,Europa,False,C/187/S,55 Cancri e,26.0,False,0.0,3452.0,0.0,4.0,1960.0,Korneb Praugnox,True,5416.0,4726,02,5,0,1,C,187,S
4446,4726_03,Europa,False,C/187/S,TRAPPIST-1e,20.0,False,0.0,3.0,0.0,1271.0,2630.0,,True,3904.0,4726,03,5,0,1,C,187,S
4447,4726_04,Europa,True,C/187/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Hekabih Praugnox,True,0.0,4726,04,5,0,0,C,187,S
4448,4726_05,Europa,False,C/187/S,TRAPPIST-1e,37.0,False,8.0,21.0,0.0,56.0,2167.0,Arraiam Inghtal,True,2252.0,4726,05,5,0,1,C,187,S
4452,4732_01,Europa,True,C/151/P,TRAPPIST-1e,4.0,False,0.0,,0.0,0.0,0.0,Thabius Slavested,True,,4732,01,3,0,0,C,151,P
4453,4732_02,Europa,True,C/151/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Hallux Slavested,True,0.0,4732,02,3,0,0,C,151,P
4454,4732_03,Europa,False,C/151/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Okula Slavested,True,0.0,4732,03,3,0,0,C,151,P
4463,4744_01,Europa,False,C/152/P,TRAPPIST-1e,34.0,False,0.0,48.0,2067.0,3.0,6.0,Alino Ingent,True,2124.0,4744,01,2,0,1,C,152,P
4464,4744_02,Europa,True,C/152/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Sulaton Ingent,True,0.0,4744,02,2,0,0,C,152,P
4467,4750_01,Europa,False,A/57/S,TRAPPIST-1e,28.0,False,0.0,395.0,118.0,14.0,1647.0,Sheratz Asolipery,False,2174.0,4750,01,2,0,1,A,57,S
4468,4750_02,Europa,False,A/57/S,TRAPPIST-1e,31.0,False,0.0,1382.0,0.0,1795.0,588.0,Hekab Asolipery,False,3765.0,4750,02,2,0,1,A,57,S
4473,4756_01,Europa,True,C/188/S,55 Cancri e,44.0,,0.0,0.0,0.0,0.0,0.0,Maasyma Gealloyalt,True,0.0,4756,01,2,0,0,C,188,S
4474,4756_02,Europa,True,C/188/S,55 Cancri e,54.0,False,0.0,0.0,,0.0,0.0,Beidus Gealloyalt,True,,4756,02,2,0,0,C,188,S
4495,4782_01,Europa,True,,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Sabiton Maxled,True,0.0,4782,01,5,0,0,,,
4496,4782_02,Europa,False,C/189/S,TRAPPIST-1e,53.0,False,50.0,11552.0,0.0,2998.0,4334.0,Errak Maxled,False,18934.0,4782,02,5,0,1,C,189,S
4497,4782_03,Europa,False,C/189/S,55 Cancri e,32.0,False,0.0,225.0,0.0,3873.0,240.0,Algenif Maxled,False,4338.0,4782,03,5,0,1,C,189,S
4498,4782_04,Europa,True,C/189/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,,Hadirk Slable,True,,4782,04,5,0,0,C,189,S
4499,4782_05,Europa,False,C/189/S,55 Cancri e,48.0,False,0.0,342.0,929.0,10887.0,0.0,Alrairk Maxled,False,12158.0,4782,05,5,0,1,C,189,S
4509,4793_01,Europa,False,E/310/S,55 Cancri e,36.0,False,13.0,1480.0,1.0,1439.0,1955.0,Enifark Brailidy,False,4888.0,4793,01,2,0,1,E,310,S
4510,4793_02,Europa,False,E/310/S,TRAPPIST-1e,20.0,False,0.0,1131.0,3783.0,161.0,0.0,Chargin Brailidy,True,5075.0,4793,02,2,0,1,E,310,S
4549,4841_01,Europa,True,B/192/S,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,Mahamak Prefule,True,0.0,4841,01,3,0,0,B,192,S
4550,4841_02,Europa,False,B/192/S,TRAPPIST-1e,21.0,False,12.0,1855.0,0.0,1381.0,358.0,Plas Prefule,False,3606.0,4841,02,3,0,1,B,192,S
4551,4841_03,Europa,False,B/192/S,TRAPPIST-1e,25.0,False,21.0,2148.0,0.0,1966.0,12708.0,Cellus Prefule,False,16843.0,4841,03,3,0,1,B,192,S
4590,4891_01,Europa,True,B/194/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Cella Ambleetive,True,0.0,4891,01,2,0,0,B,194,S
4591,4891_02,Europa,True,B/194/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Weion Heeroling,True,0.0,4891,02,2,0,0,B,194,S
4627,4930_01,Europa,True,B/161/P,,47.0,False,0.0,0.0,0.0,0.0,0.0,Alar Alenter,True,0.0,4930,01,2,0,0,B,161,P
4628,4930_02,Europa,False,B/161/P,TRAPPIST-1e,51.0,False,0.0,3571.0,106.0,0.0,0.0,Achium Alenter,True,3677.0,4930,02,2,0,1,B,161,P
4644,4944_01,Europa,False,A/60/S,55 Cancri e,,False,269.0,2171.0,2.0,2.0,0.0,Hadirah Ainserfle,True,2444.0,4944,01,3,0,1,A,60,S
4645,4944_02,Europa,False,A/60/S,55 Cancri e,58.0,False,0.0,3448.0,0.0,737.0,2193.0,Sular Ainserfle,False,6378.0,4944,02,3,0,1,A,60,S
4646,4944_03,Europa,False,A/60/S,TRAPPIST-1e,56.0,False,153.0,1750.0,0.0,334.0,1539.0,Luxonon Ainserfle,False,3776.0,4944,03,3,0,1,A,60,S
4663,4974_01,Europa,False,A/44/P,TRAPPIST-1e,56.0,False,0.0,10.0,0.0,9319.0,1225.0,Thabih Vendeck,False,10554.0,4974,01,2,0,1,A,44,P
4664,4974_02,Europa,True,,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,,Lesat Vendeck,True,,4974,02,2,0,0,,,
4693,5006_01,Europa,True,B/166/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Kochard Stingive,True,0.0,5006,01,3,0,0,B,166,P
4694,5006_02,Europa,True,B/166/P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Alyat Stingive,True,0.0,5006,02,3,0,0,B,166,P
4695,5006_03,Europa,False,B/166/P,TRAPPIST-1e,20.0,False,0.0,219.0,0.0,5.0,3283.0,Alark Stingive,False,3507.0,5006,03,3,0,1,B,166,P
4724,5040_01,Europa,False,C/195/S,TRAPPIST-1e,26.0,False,0.0,21.0,10424.0,1373.0,7218.0,Enibik Dynigic,False,19036.0,5040,01,2,0,1,C,195,S
4725,5040_02,Europa,False,C/195/S,55 Cancri e,39.0,False,10.0,199.0,0.0,6216.0,101.0,Alsha Dynigic,False,6526.0,5040,02,2,0,1,C,195,S
4739,5060_01,Europa,True,C/157/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Algork Honatte,True,0.0,5060,01,4,0,0,C,157,P
4740,5060_02,Europa,True,C/157/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Instan Honatte,True,0.0,5060,02,4,0,0,C,157,P
4741,5060_03,Europa,False,C/157/P,55 Cancri e,27.0,False,0.0,867.0,0.0,20.0,1371.0,Segino Honatte,False,2258.0,5060,03,4,0,1,C,157,P
4742,5060_04,Europa,False,C/157/P,55 Cancri e,29.0,True,530.0,418.0,0.0,,9129.0,Alhaino Honatte,False,,5060,04,4,0,0,C,157,P
4743,5061_01,Europa,True,C/196/S,TRAPPIST-1e,25.0,False,0.0,0.0,,0.0,0.0,Furudah Patoetic,True,,5061,01,2,0,0,C,196,S
4744,5061_02,Europa,False,C/196/S,TRAPPIST-1e,54.0,False,0.0,8246.0,0.0,56.0,118.0,Mediton Patoetic,True,8420.0,5061,02,2,0,1,C,196,S
4748,5065_01,Europa,True,E/326/S,55 Cancri e,29.0,False,0.0,,0.0,0.0,0.0,Asellan Crueld,True,,5065,01,2,0,0,E,326,S
4749,5065_02,Europa,False,E/326/S,55 Cancri e,26.0,False,606.0,1080.0,0.0,2011.0,0.0,,False,3697.0,5065,02,2,0,1,E,326,S
4761,5084_01,Europa,True,E/315/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Askedus Fuelightic,False,0.0,5084,01,2,0,0,E,315,P
4762,5084_02,Europa,False,E/315/P,TRAPPIST-1e,32.0,False,8151.0,2052.0,1919.0,7352.0,754.0,Batrix Fuelightic,False,20228.0,5084,02,2,0,1,E,315,P
4766,5089_01,Europa,False,B/170/P,TRAPPIST-1e,39.0,False,3926.0,2030.0,0.0,1483.0,611.0,Alrakan Aivering,False,8050.0,5089,01,2,0,1,B,170,P
4767,5089_02,Europa,False,B/170/P,TRAPPIST-1e,19.0,False,0.0,3750.0,0.0,0.0,41.0,Celeon Aivering,True,3791.0,5089,02,2,0,1,B,170,P
4786,5111_01,Europa,False,B/171/P,TRAPPIST-1e,25.0,False,0.0,3.0,0.0,763.0,3541.0,Sarid Unkcatted,False,4307.0,5111,01,3,0,1,B,171,P
4787,5111_02,Europa,False,B/171/P,TRAPPIST-1e,28.0,False,29.0,394.0,0.0,712.0,4360.0,Aske Unkcatted,False,5495.0,5111,02,3,0,1,B,171,P
4788,5111_03,Europa,False,B/171/P,TRAPPIST-1e,32.0,False,0.0,419.0,0.0,1984.0,521.0,Mino Unkcatted,False,2924.0,5111,03,3,0,1,B,171,P
4789,5112_01,Europa,True,C/198/S,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,Chainon Spadicage,True,0.0,5112,01,3,0,0,C,198,S
4790,5112_02,Europa,True,C/198/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Achiram Ainatint,True,0.0,5112,02,3,0,0,C,198,S
4791,5112_03,Europa,True,C/198/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Sadaton Opshaft,True,0.0,5112,03,3,0,0,C,198,S
4792,5115_01,Europa,True,C/199/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Diason Whibid,True,0.0,5115,01,2,0,0,C,199,S
4793,5115_02,Europa,True,C/199/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Megrezn Whibid,True,0.0,5115,02,2,0,0,C,199,S
4832,5156_01,Europa,True,B/200/S,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Sabiark Traild,True,0.0,5156,01,2,0,0,B,200,S
4833,5156_02,Europa,False,B/200/S,TRAPPIST-1e,29.0,False,0.0,4198.0,227.0,1.0,1415.0,Atonon Traild,True,5841.0,5156,02,2,0,1,B,200,S
4848,5174_01,Europa,True,C/159/P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Hekark Alenter,True,0.0,5174,01,2,0,0,C,159,P
4849,5174_02,Europa,False,C/159/P,TRAPPIST-1e,29.0,False,6.0,5.0,0.0,6235.0,434.0,Mesarid Alenter,False,6680.0,5174,02,2,0,1,C,159,P
4868,5194_01,Europa,True,B/176/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Sabi Ainatint,True,0.0,5194,01,2,0,0,B,176,P
4869,5194_02,Europa,True,B/176/P,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Astonon Ainatint,True,0.0,5194,02,2,0,0,B,176,P
4886,5208_01,Europa,True,C/163/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Sadalm Unressind,True,0.0,5208,01,2,0,0,C,163,P
4887,5208_02,Europa,False,C/163/P,55 Cancri e,41.0,False,717.0,641.0,2.0,1559.0,4828.0,Alcorix Unressind,False,7747.0,5208,02,2,0,1,C,163,P
4894,5217_01,Europa,True,B/177/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Sitron Briouse,True,0.0,5217,01,2,0,0,B,177,P
